no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
935,??????????????????????????? ?????????????????? ??????,MELODY PLUS SCHOOL OF DANCE AND MUSIC The Mall Lifestore Thapra,7,?????????????????? ??????,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
956,???????????? ????????? ?????,GUMPUN MUAY THAI The Mall Korat,2,????????? ?????,The Mall Korat,Education,Education,active,,,,,,,,,,,,,,,,,
969,????????????? ?????????????? ?????????????????? ?????,TUTOR HOUSE The Mall Lifestore Bangkae,9,?????????????????? ?????,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1434,????????????????????????????? ??????????? ?????????????????? ???????,MORTIMER ENGLISH CLUB The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1615,????????????? ??????? ?????????????????? ?????,YAMAHA MUSIC SCHOOL The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1778,?????? ????? ?????????????????? ?????,GLOBAL ART The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1888,???????? ??????????? ?????????????????? ???????,CODING INNOVATION The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
1988,????????????? To be number one ?????????????????? ??????????,TO BE NUMBER ONE The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
2074,????????????? ??????? ?????????????????? ??????,YAMAHA MUSIC SCHOOL The Mall Lifestore Thapra,7,?????????????????? ??????,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2139,?????????????????? ????????? ????????? ?????,INLINGUA The Mall Korat,2,????????? ?????,The Mall Korat,Education,Education,active,,,,,,,,,,,,,,,,,
2213,??????????? ???????? ?????????????????? ??????????,KPN MUSIC ACADEMY The Mall Lifestore Ngamwongwan,8,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
2222,???????????????? ?? ???????? ???????? ?????????????????? ???????,ATMA THE ASIAN TAEKWONDO The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
18,?????????????? POINT ????????? ?????????????????? ??????????,?????????????? POINT ????????? The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,????????,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
23,?????????????? POINT ????????? ?????????????????? ?????,?????????????? POINT ????????? The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,????????,Event,active,,,,,,,,,,,,,,,,,
28,?????????????? POINT ????????? ?????????????????? ???????,?????????????? POINT ????????? The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,????????,Event,active,,,,,,,,,,,,,,,,,
271,Jurassic ????????? ?????,Jurassic The Mall Korat,3,????????? ?????,The Mall Korat,????????,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
276,Kids Carnival ?????????????????? ??????????,Kids Carnival The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,????????,Event,active,,,,,,,,,,,,,,,,,
279,Japan Discovery ?????????????????? ??????????,Japan Discovery The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,????????,Event,active,,,,,,,,,,,,,,,,,
282,Japan Discovery ?????????????????? ?????,Japan Discovery The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,????????,Event,active,,,,,,,,,,,,,,,,,
284,Japan Discovery ?????????????????? ???????,Japan Discovery The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,????????,Event,active,,,,,,,,,,,,,,,,,
685,Jungle Walk ?????????????????? ???????,Jungle Walk The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,????????,Event,active,,,,,,,,,,,,,,,,,
1028,Kidsventure Summer ?????????????????? ?????,Kidsventure Summer The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,????????,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1288,?????????? ?????????????????? ???????,WAT THE FEST The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,????????,Event,active,,,,,,,,,,,,,,,,,
4,?? ?????????????????? ???????,SHU The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
44,??????????? ???? ????????? ?????,EXPORT SHOP The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
45,?????? ????? ??????????????? ?????????????????? ???????,HYBRID OUTFITTERS The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,inactive,,,,,,,,,,,,,,,,,
60,???? ???? ?????????????????? ??????????,KHAKI BROS The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
233,???????? ?????? ?????????????????? ?????,BUTTER SCOTCH The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
250,????? ?????????????????? ???????,LEVI'S The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
268,???????? ?????????????????? ???????,LOOKER The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
285,???????? ?????????????????? ??????????,HLA CONCEPT STORE The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
297,???????????? ?????????????????? ???????,H&M The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
299,???????????? ?????????????????? ??????,H&M The Mall Lifestore Thapra,G,?????????????????? ??????,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
300,?????? ???????????????? ????? ?????????????????? ??????,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
301,???????????? ?????????????,H&M Emquartier,1,?????????????,Emquartier,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
302,?????? ???????????????? ????? ?????????????????? ??????????,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
303,???????????? (Shopping Complex) ?????????????????? ???????,H&M (Shopping Complex) The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
305,?????? ???????????????? ????? ?????????????????? ?????,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
306,???????????? (Shopping Complex) ????????? ?????,H&M (Shopping Complex) The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
307,?????? ???????????????? ????? ?????????????????? ???????,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
308,???????????? (Shopping Complex) ?????????????????? ??????????,H&M (Shopping Complex) The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
309,?????? ???????????????? ????? ????????? ?????,CMG (CENTRAL MARKETING GROUP) The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
312,???????????? (Shopping Complex) ???????,H&M (Shopping Complex) Paragon,2,???????,Paragon,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
314,???????????? (Shopping Complex) ?????????????,H&M (Shopping Complex) Emquartier,1,?????????????,Emquartier,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
455,?????? ????? ?????????????????? ??????????,Niko and The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
456,??????????? ?????????????????? ??????????,PAINKILLER ATELIER The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
479,?????? ?????????????????? ?????,GALLOP The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
499,MERGE ?????????????????? ??????????,MERGE The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
531,MERGE ?????????????????? ???????,MERGE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
575,??????? ?????????????????? ???????,KIPLING The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
603,??? ??????? ?????????????????? ?????,CATH KIDSTON The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
614,???????????? (Shopping Complex) ?????????????????? ??????,H&M (Shopping Complex) The Mall Lifestore Thapra,G,?????????????????? ??????,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
624,????????????? ?????????????????? ?????,BIRKENSTOCK The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
634,?????? ?????????????????? ??????????,JASPAL The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
644,???? ?????????????????? ?????,BATA The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
652,???????? ?????????????????? ??????,UNIQLO The Mall Lifestore Thapra,G,?????????????????? ??????,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
657,???????? ????? ??? ????? ?????????????????? ???????,SOS - SENSE OF STYLE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
672,????? ??? ?????????????????? ???????,CITY CHAIN The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
686,???????????? ????????? ?????,H&M The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
696,????? ????????? ????? ?????????????????? ???????,TAYWIN ORIGINAL STYLE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
707,???????? ?????????????????? ???????,KAMIMURA The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
709,??????? ?????????????????? ??????????,ESP The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
728,??????????? ?????????????????? ??????????,SMILEYHOUND The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
740,?????????? ?????????????????? ??????????,NIKO AND... The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
749,?????? ????????? ?????,JASPAL The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
764,?????? ?????????????????? ???????,ALDO The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
780,????? (Mer B) ?????????????????? ???????,SEIKO (Mer B) The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
792,????? ?????????????????? ?????,GQ The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
797,???? ????? ?????????????????? ???????,MC JEANS The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
801,????? ?????????????????? ???????,SARIN The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
807,???????? ?????????????????? ?????,UNIQLO The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
825,??? ????????? ?????,LYN The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
862,????? ????????? ????? ?????????????????? ??????,TAYWIN ORIGINAL STYLE The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
877,???????? ?????????????????? ??????????,YUEDPAO The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
886,???? ??????? ?????????????????? ???????,STEVE MADDEN The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
904,?????? ?????????????????? ???????,LISM The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
906,??? ??????? ?????????????????? ?????,LYN AROUND The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
909,?????? ?????????????????? ???????,JASPAL The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
910,????????? ????? ?????????????????? ???????,WALKING HABIT The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
911,???????????? ???????,H&M Paragon,1,???????,Paragon,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
914,?????? ???? ?????????????????? ??????????,THIRTY LOVE The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
927,??????? ?????????????????? ?????,ANELLO The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
959,??? ????????? ??? ??????? ?????????????????? ??????????,RED WAREHOUSE BY FLYNOW The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
961,????? ????????? ????? ????????? ?????,TAYWIN ORIGINAL STYLE The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
980,???? ???????? ?? ?????????????????? ??????????,CC DOUBLE O The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
991,?????? ?????????????????? ?????,PRADAP The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1010,???????? ?????????????????? ???????,UNIQLO The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1016,???????????? ????????? ?????,JELLY BUNNY The Mall Korat,2,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1034,???????? ?????????????????? ???????,YUEDPAO The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1049,??? ??? ??? ?????????????????? ???????,H.H The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1051,???? ???????? ?? ?????????????????? ?????,CC DOUBLE O The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1053,??? ????????? ?????,HAAS The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1060,???? ????? ????????? ?????,MC JEANS The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1098,????? (Mer B) ???????????????,SEIKO (Mer B) Emsphere,1,???????????????,Emsphere,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1150,?????? ?????????????????? ???????,MANGO The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1151,????? ???? ?????????????????? ???????,BODY GLOVE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1157,???????? ?????????????????? ???????,HLA CONCEPT STORE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1183,???????????? ?????????????????? ???????,GENTLEWOMAN The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1190,????????? ?????? ?????????????????? ???????,URBAN REVIVO The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1198,??/???????? ????????? ?????,LEE WRANGLER The Mall Korat,1,????????? ?????,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1217,????? (Mer B) ?????????????????? ?????,SEIKO (Mer B) The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1219,??????? ?????????????????? ??????????,KIPLING The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1235,??????? ?????????????????? ??????????,POMELO The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1241,???????? ??? ?????????????????? ???????,DOUBLE GOOSE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1252,?????? ????? ??? ?????????????????? ???????,CHARLES & KEITH The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1256,?? ??? ?????????????????? ???????,A'MAZE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1281,???????? ?????????????????? ?????,HLA CONCEPT STORE The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1283,?? ???? ???? ?????????????????? ?????,URTHE The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1285,???????? ?????????????????? ???????,PANDORA The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1287,???? ????? ?????????????????? ?????,MC JEANS The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1289,?????? ?????? ?????????????????? ???????,MISTY MYNX The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1292,???? ???????? ?? ?????????????????? ???????,CC DOUBLE O The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
