no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1440,???? ??????? ?????????????????? ?????,BIG CAMERA The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1463,???? ?????? ?????????????????? ???????,VIVO IOT The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1488,?????? ??? ?? ?? ?????????????????? ??????????,SAMSUNG BY TG The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1490,??????? ?????????? ?????????????????? ???????,AIS PARTNER The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1534,????? ?????????????????? ?????,AION The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1546,????????? ?????????????????? ???????,EC MALL The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1547,??????? ??? ??????? ?????????????????? ???????,GARMIN BY GIS The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1575,???? ?????????????????? ?????,TG The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1678,?????? ?????? ??? ?????????????????? ?????,OPPO BRAND SHOP The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1682,??????? ?????????????????? ??????????,BANANA The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1704,?????? ??? ?? ?? ?????????????????? ?????,SAMSUNG BY TG The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1708,????????? ?????????????????? ??????????,EC MALL The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1719,?????? ??? ????????? ?????????????????? ??????,SAMSUNG BY COM7 The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1722,??????? ?????????????????? ??????????,JAYMART The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1736,??????????? ??? ?????????????????? ???????,ENERGY LIB The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1765,???????? ?????????????????? ???????,ROBOROCK The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1773,???????? ?????? ?????????????????? ??????,APPLE HOUSE The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1791,?????? ?????????????????? ???????,J I B The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1792,???? ??? ?????????????????? ???????,TG PRO The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1821,?????? ?????? ??? ?????????????????? ???????,OPPO BRAND SHOP The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1822,?? ???? ??????????? ?????????????????? ???????,K PLUS ACCESSORIES The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1823,??? ?? ??????? ????? ?????????????????? ???????,HP FLAGSHIP STORE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1828,????? ??? ?????? ????????? ?????,MINE BY J I B The Mall Korat,3,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1831,???? ??????? ?????????????????? ??????????,BIG CAMERA The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1841,????????? ????? ??? ????????? ?????????????????? ?????,XIAOMI STORE BY VIRATMALEE The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1856,??????? ?????????????????? ???????,DOTLIFE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1902,???? ????? ????????? ?????,IT CITY The Mall Korat,3,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1904,??????? ?????????????????? ???????,AIS The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1916,?????? ?????????????????? ???????,I CARE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1953,??????? ?????? (?????????) ?????????????????? ???????,STUDIO 7 (Com7) The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1968,???? ??????? ????????? ?????,AIR STUDIO The Mall Korat,2,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1999,???? ??????? ????????? ?????,BIG CAMERA The Mall Korat,3,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2018,??????? ?????????????????? ???????,ADVICE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2090,??????? ?????????????????? ???????,JAYMART The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2155,???? ??????? ??-?????? ?????????????????? ???????,BB BEYOND D-BOX The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2166,???????? ?????????????????? ?????,CASE TOWN The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2171,????????? ??? ??????? ?????????????????? ??????????,I STUDIO BY UFICON The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2179,??????? ?????????????????? ?????,AIS The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2206,??????? ?????????????????? ??????????,AIS The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2210,???????? ???? ?????????????????? ?????,MODERN AIR The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2228,???? ????????? ?????,TG The Mall Korat,3,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2229,????????? ????? ??? ?????? ?????????????????? ???????,XIAOMI STORE BY LAKECOM The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2242,???? ??????? ?????????????????? ???????,BIG CAMERA The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2276,????? ??? ??? ????????? ?????????????????? ?????,BEBE PHONE BY COM7 The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2278,?????? ?????????????????? ??????????,J I B The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2279,?????? ?????? ??? ????????? ?????,OPPO BRAND SHOP The Mall Korat,3,????????? ?????,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2281,??????? ?????????????????? ??????????,REMAX The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2309,???? ??????? ?????????????????? ???????,THE GADGET The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2320,????? ????? ?????????????????? ?????,SONY STORE The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2321,????? ????? ?????????????????? ???????,SONY STORE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
33,?????? ?????????????????? ?????,DILAVIE The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
34,??????????? 91 ?????????????????? ???????,GEMS 1991 The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
39,????? ?????? ?????????????????? ?????,GEMS DESIGN The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
40,???????? ??????? ?????????????????? ?????,JUBILEE DIAMOND The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
42,??? ????????? ?????????????????? ???????,ROSE JEWELRY The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
43,??????? ????????? ?????????????????? ???????,VIJITTRA’S JEWELLERY The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
207,??????????????? ?????????????????? ???????,SANG CHAROEN YAOWARAT The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
248,???????????? ?????????????????? ??????????,BANGKOK GOLDS The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
514,?????????????????? ????????? ????????,AURORA The Mall Ramkamhang,15,????????? ????????,The Mall Ramkamhang,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
516,???????????????? ?????????????????? ??????????,MAE THONG SUK The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
517,????????? ??????? ?????????????????? ??????,PREMIUM DIAMOND The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
606,??????????? ??.???. ????????? & ????????????????????? ?????????????????? ?????,JL. JEWELRY & THONGSUK The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
626,????????????????????? ?????????????????? ???????,SSNP GOLD The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
653,??????? ?????? ????????? ?????,THONG SUAY GOLDS The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
708,??????????????????????? ?????????????????? ?????,PETCHTHONGBAIYAOWARAT The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
746,?????????????????? ?????????????????? ???????,AURORA The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
852,????????????????? ?????????????????? ??????????,HANGTHONG MAESOMBOON The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
900,?????? ????????? ????????? ?????,SUCHEERA JEWELRY The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
902,??????? ??????? ?????????????????? ??????,VGOLD YAOWARAT The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
940,?????????????????? ?????????????????? ?????,AURORA The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
982,?????????????????? ?????????????????? ???????,PETCH BUALUANG The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1044,???????????????????? ?????????????????? ???????,TAE SENG HENG The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1074,??????????????? ?????????????????? ??????????,MTB GOLDSMITH The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1128,?????????? ?????????????????? ??????????,PETCHPANTONG The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1177,??????? ?????????????????? ?????,SENG HENG The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1221,?????????? ?????????????????? ?????,CHIB SENG HENG The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1248,????????????? ?????????????????? ??????,SRITHONG GOLDS The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1272,???????????? ?????????????????? ???????,YAOWARACH GOLD The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1309,??????????????????????? ?????????????????? ??????,PETCHTHONGBAIYAOWARAT The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1336,?????????? ?????????????????? ???????,UNG HENG LEE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1341,?????????????????? ?????????????????? ??????,AURORA The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1365,?????????????????? ?????????????????? ??????,PETCH BUALUANG The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1378,????????????? ????????? ?????,KHUNHEN GOLD The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1402,????? ????? ?????????????????? ???????,PARIN GEMS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1540,???????????????????????? ?????????????????? ??????,YAOWARAT THAPRA The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1660,??????? ??? ??????? ?????????????????? ???????,KHONGKWAN BY AURORA The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1698,??? ??? ????? ?????????????????? ??????????,MS GEMS The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1740,????????????????? (??????????) ????????? ?????,PETCHSUWAN GOLD The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1784,??????????????? ?????????????????? ?????,MAETHONGBAI CLASSIC The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1810,????????????????????? ?????????????????? ?????,CHAOSUA YAWARAJ The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1884,?????????????????? ?????????????????? ??????????,AURORA The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1906,????????????????? (??????????) ????????? ?????,PETCHSUWAN GOLD The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1962,?????????????????? ?????????????????? ?????,SO SENG HENG GOLDSMITH The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
1987,?????????? ?????????????????? ???????,MENG HENG LEE GOLD The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2011,?????????????? ?????????????????? ???????,WATCHARIN GOLD The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2013,????????????? ????????? ?????,PHANTHONG GOLD The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2033,???????????? ?????????????????? ?????,PETCH THONG JAMES The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2119,????????????????? ?????????????????? ??????????,HANGTHONG PETCH THONGSUK The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2121,??????? ?????????????????? ???????,SENG HENG The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2152,?????????????????? 2 ?????????????????? ?????,PUTCHAROENSOOK2 GOLDSMITH SHOP The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2157,????????????????????? ?????????????????? ??????????,CHAOSUA YAWARAJ The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2221,???????????? (?????????) ????????? ?????,KEERATI GOLDS The Mall Korat,1,????????? ?????,The Mall Korat,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2294,????????????????????? ?????????????????? ??????,SUI SENG HENG The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
2311,???????????????? ?????????????????? ?????,MAE THONG SUK The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Jewelry,Jewelry,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
13,??????????????? ?????????????????? ?????,FUTURE LIVING The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
25,????? ????? ????? ?????????????????? ?????,FOUND & FOUND The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
55,????????. ??. ??. ???. ?????????????????? ??????????,MR. D.I.Y. The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
206,???? ????? ?????????????????? ???????,TOP TOY The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
236,???? ?????? ????? ?????????????????? ???????,THE TRAVEL STORE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
238,????????? ???? ?????????????????? ??????????,STRAWBERRY CLUB The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
273,52 ??? ?????????????????? ???????,52 TOYS The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
281,???? ???????? ?????????????????? ??????????,LAB PHARMACY The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
500,?????? ?????????????????? ???????,KKV The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
501,?????? ?????????????????? ?????,KKV The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
502,?????? ?????????????????? ??????????,KKV The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Lifestyle & Specialty,Lifestyle & Specialty,active,,,,,,,,,,,,,,,,,
