no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1463,วีโว ไอโอที เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,VIVO IOT The Mall Lifestore Bangkapi,,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1488,ซัมซุง บาย ที จี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SAMSUNG BY TG The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1490,เอไอเอส พาร์ทเนอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,AIS PARTNER The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1534,ไอออน เดอะมอลล์ไลฟ์สโตร์ บางแค,AION The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1546,อีซีมอลล์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,EC MALL The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1547,การ์มิน บาย จีไอเอส เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,GARMIN BY GIS The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1575,ทีจี เดอะมอลล์ไลฟ์สโตร์ บางแค,TG The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1678,ออปโป้ แบรนด์ ชอป เดอะมอลล์ไลฟ์สโตร์ บางแค,OPPO BRAND SHOP The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1682,บานาน่า เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,BANANA The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1704,ซัมซุง บาย ที จี เดอะมอลล์ไลฟ์สโตร์ บางแค,SAMSUNG BY TG The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1708,อีซีมอลล์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,EC MALL The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1719,ซัมซุง บาย คอมเซเว่น เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,SAMSUNG BY COM7 The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1722,เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,JAYMART The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1736,เอ็นเนอร์จี ลิบ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ENERGY LIB The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1765,โรโบร็อค เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ROBOROCK The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1773,แอปเปิ้ล เฮ้าส์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,APPLE HOUSE The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1791,เจไอบี เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,J I B The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1792,ทีจี โปร เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,TG PRO The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1821,ออปโป้ แบรนด์ ชอป เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,OPPO BRAND SHOP The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1822,เค พลัส แอสเซสซอรี่ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,K PLUS ACCESSORIES The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1823,เอช พี แฟลกชิพ สโตร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,HP FLAGSHIP STORE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1828,มายด์ บาย เจไอบี เดอะมอลล์ โคราช,MINE BY J I B The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1831,บิ๊ก คาเมร่า เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,BIG CAMERA The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1841,เสียวหมี่ สโตร์ บาย วิรัตมาลี เดอะมอลล์ไลฟ์สโตร์ บางแค,XIAOMI STORE BY VIRATMALEE The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1856,ดอทไลฟ์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DOTLIFE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1902,ไอที ซิตี้ เดอะมอลล์ โคราช,IT CITY The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1904,เอไอเอส เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,AIS The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1916,ไอแคร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,I CARE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1953,สตูดิโอ เซเว่น (คอมเซเว่น) เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,STUDIO 7 (Com7) The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
1968,แอร์ สตูดิโอ เดอะมอลล์ โคราช,AIR STUDIO The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1999,บิ๊ก คาเมร่า เดอะมอลล์ โคราช,BIG CAMERA The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2018,แอดไวซ์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ADVICE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2090,เจมาร์ท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,JAYMART The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2155,บีบี บิยอนด์ ดี-บ็อกซ์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,BB BEYOND D-BOX The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2166,เคสทาวน์ เดอะมอลล์ไลฟ์สโตร์ บางแค,CASE TOWN The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2171,ไอสตูดิโอ บาย ยูฟิคอน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,I STUDIO BY UFICON The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2179,เอไอเอส เดอะมอลล์ไลฟ์สโตร์ บางแค,AIS The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2206,เอไอเอส เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,AIS The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2210,โมเดิร์น แอร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,MODERN AIR The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2228,ทีจี เดอะมอลล์ โคราช,TG The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2229,เสียวหมี่ สโตร์ บาย เลคคอม เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,XIAOMI STORE BY LAKECOM The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2242,บิ๊ก คาเมร่า เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,BIG CAMERA The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2276,เบเบ้ โฟน บาย คอมเซเว่น เดอะมอลล์ไลฟ์สโตร์ บางแค,BEBE PHONE BY COM7 The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2278,เจไอบี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,J I B The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2279,ออปโป้ แบรนด์ ชอป เดอะมอลล์ โคราช,OPPO BRAND SHOP The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2281,รีแมกซ์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,REMAX The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2309,เดอะ แกดเจ็ต เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,THE GADGET The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
2320,โซนี่ สโตร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,SONY STORE The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2321,โซนี่ สโตร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SONY STORE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,IT & Electronics,IT & Electronics,active,,,,,,,,,,,,,,,,,
33,ดิลาวี เดอะมอลล์ไลฟ์สโตร์ บางแค,DILAVIE The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
34,ศูนย์อัญมณี 91 เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,GEMS 1991 The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
39,เจมส์ ดีไซน์ เดอะมอลล์ไลฟ์สโตร์ บางแค,GEMS DESIGN The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Jewelry,Jewelry,inactive,,,,,,,,,,,,,,,,,
