no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
2038,คามุ ที เดอะมอลล์ โคราช,KAMU TEA The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2063,โอ้กะจู๋ เดอะมอลล์ไลฟ์สโตร์ บางแค,OHKAJHU The Mall Lifestore Bangkae,3,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2066,ส้มตำนัว เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SOMTAM NUA The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2067,ไทยเดนมาร์ค มิลค์แลนด์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,Thai Denmark Milk Land The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2068,มอลลี่ ที เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MOLLY TEA The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2072,เอส แอนด์ พี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,S&P The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2080,ซานตาเฟ่ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,SANTA FE The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2085,โยกุรุโตะ เดอะมอลล์ไลฟ์สโตร์ บางแค,YOGURUTO The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2088,เบค อะ วิช เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,BAKE A WISH The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2093,ยากินิกุ ไลค์ เดอะมอลล์ไลฟ์สโตร์ บางแค,YAKINIKU LIKE The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2101,เพลิคาน่า เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,PELICANA CHICKEN The Mall Lifestore Thapra,B,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2105,อากะ เดอะมอลล์ไลฟ์สโตร์ บางแค,AKA The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2108,คาเฟ่ อเมซอน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,CAFE AMAZON The Mall Lifestore Ngamwongwan,6,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2111,สลัดแฟคทอรี่ เดอะมอลล์ไลฟ์สโตร์ บางแค,SALAD FACTORY The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2128,แบร์เฮ้าส์ เดอะมอลล์ไลฟ์สโตร์ บางแค,BEARHOUSE The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2137,เอ็มเค เรสเตอร์รองต์ เดอะมอลล์ โคราช,MK RESTAURANTS The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2138,ฮอกไกโด เบค ชีส ทาร์ต เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,HOKKAIDO BAKED CHEESE TART The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2154,บาร์บีคิว พลาซ่า เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,BAR B Q PLAZA The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2156,โคอิเตะ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,KOI THE The Mall Lifestore Bangkapi,2,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2163,เอ็มเค เรสเตอร์รองต์ เดอะมอลล์ไลฟ์สโตร์ บางแค,MK RESTAURANTS The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2168,ชาไทม์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CHATIME The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2181,โต้ว เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DOU The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2185,บอนชอน เดอะมอลล์ โคราช,BONCHON The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2195,"มิสเตอร์เป้า 
 หมาล่าทั่ง เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน",MR.BAO MALATANG The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2209,มีความสุข เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,MEE KHWAM SOOK The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2216,มี่เสว่ย เดอะมอลล์ โคราช,MIXUE The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2220,โอ้จู๊ซ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,OH JUICE The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2223,สลัดแฟคทอรี่ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SALAD FACTORY The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2227,ซิซซ์เล่อร์ เดอะมอลล์ โคราช,SIZZLER The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2240,สเวนเซ่นส์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,SWENSEN'S The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2241,เชสเตอร์ เดอะมอลล์ไลฟ์สโตร์ บางแค,CHESTER'S The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2252,สเวนเซ่นส์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SWENSEN'S The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2265,แบร์เฮ้าส์ เดอะมอลล์ โคราช,BEARHOUSE The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2310,ซูชิโร่ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SUSHIRO The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2312,กูร์กูร์ ชิคเก้นท์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,GUGU CHICKEN The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2322,ชาบูชิ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SHABUSHI The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2323,โออิชิ ราเมน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,OISHI RAMEN The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2324,ชาบูชิ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,SHABUSHI The Mall Lifestore Thapra,4,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2325,พูราดัก เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PURADAK The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2326,สลัดแฟคทอรี่ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SALAD FACTORY The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2329,ไทรบ์ สกาย บีช คลับ เอ็มสเฟียร์,TRIBE Sky Beach Club Emsphere,5,เดอะเอ็มสเฟียร์,Emsphere,Dining,Dining,active,,,,,,,,,,,,,,,,,
38,แพ็ลฟิช อิงลิช เซ็นเตอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PALFISH ENGLISH CENTER The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
237,สถาบันสอนศิลปะ สตาร์อาร์ท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,STAR ART The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
588,สถาบันดนตรี เคพีเอ็น เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,KPN MUSIC ACADEMY The Mall Lifestore Thapra,7,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
617,ท็อปวัน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,TOPONE The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
662,โรงเรียนดนตรี ยามาฮ่า เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,YAMAHA MUSIC SCHOOL The Mall Lifestore Ngamwongwan,6,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
781,โรงเรียนสอนภาษาจีนเพียรอักษร (หงหล่าวซือ) เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PIANAKSORN CHINESE LANGUAGE SCHOOL The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
814,โรงเรียนดนตรี ยามาฮ่า เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,YAMAHA MUSIC SCHOOL The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
935,โรงเรียนสอนดนตรีเมโลดี้พลัส เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,MELODY PLUS SCHOOL OF DANCE AND MUSIC The Mall Lifestore Thapra,7,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
956,กำปั้นมวยไทย เดอะมอลล์ โคราช,GUMPUN MUAY THAI The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Education,Education,active,,,,,,,,,,,,,,,,,
969,สถาบันกวดวิชา ติวเตอร์เฮ้าส์ เดอะมอลล์ไลฟ์สโตร์ บางแค,TUTOR HOUSE The Mall Lifestore Bangkae,9,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1434,สถาบันสอนภาษาอังกฤษสำหรับเด็ก มอร์ติเมอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MORTIMER ENGLISH CLUB The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1615,โรงเรียนดนตรี ยามาฮ่า เดอะมอลล์ไลฟ์สโตร์ บางแค,YAMAHA MUSIC SCHOOL The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1778,โกลบัล อาร์ต เดอะมอลล์ไลฟ์สโตร์ บางแค,GLOBAL ART The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Education,Education,active,,,,,,,,,,,,,,,,,
1888,โค้ดดิ้ง อินโนเวชั่น เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CODING INNOVATION The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
1988,ศูนย์เพื่อนใจ To be number one เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,TO BE NUMBER ONE The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
2074,โรงเรียนดนตรี ยามาฮ่า เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,YAMAHA MUSIC SCHOOL The Mall Lifestore Thapra,7,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2139,สถาบันภาษานานาชาติ อินลิงกัว เดอะมอลล์ โคราช,INLINGUA The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Education,Education,active,,,,,,,,,,,,,,,,,
2213,สถาบันดนตรี เคพีเอ็น เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,KPN MUSIC ACADEMY The Mall Lifestore Ngamwongwan,8,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
2222,โรงเรียนเทควันโด ดิ เอเชี่ยน เทควันโด เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ATMA THE ASIAN TAEKWONDO The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
18,เลิกกั๊กและรับ POINT ก่อนนะเตง เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,เลิกกั๊กและรับ POINT ก่อนนะเตง The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
23,เลิกกั๊กและรับ POINT ก่อนนะเตง เดอะมอลล์ไลฟ์สโตร์ บางแค,เลิกกั๊กและรับ POINT ก่อนนะเตง The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
28,เลิกกั๊กและรับ POINT ก่อนนะเตง เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,เลิกกั๊กและรับ POINT ก่อนนะเตง The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
271,Jurassic เดอะมอลล์ โคราช,Jurassic The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
276,Kids Carnival เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Kids Carnival The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
279,Japan Discovery เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Japan Discovery The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
282,Japan Discovery เดอะมอลล์ไลฟ์สโตร์ บางแค,Japan Discovery The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
284,Japan Discovery เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Japan Discovery The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
685,Jungle Walk เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,Jungle Walk The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
1028,Kidsventure Summer เดอะมอลล์ไลฟ์สโตร์ บางแค,Kidsventure Summer The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1288,วัดเดอะเฟส เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,WAT THE FEST The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,อีเว้นท์,Event,active,,,,,,,,,,,,,,,,,
4,ชู เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SHU The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
44,เอ็กซ์ปอร์ต ช้อป เดอะมอลล์ โคราช,EXPORT SHOP The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,inactive,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
45,ไฮบริด แอนด์ เอ๊าท์ฟิตเตอร์ส เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,HYBRID OUTFITTERS The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,inactive,,,,,,,,,,,,,,,,,
60,คาคิ บรอส เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,KHAKI BROS The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
233,บัตเตอร์ สกอตซ์ เดอะมอลล์ไลฟ์สโตร์ บางแค,BUTTER SCOTCH The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
250,ลีวาย เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LEVI'S The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
268,ลูกเกอร์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LOOKER The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
285,เอชแอลเอ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,HLA CONCEPT STORE The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
297,เอชแอนด์เอ็ม เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,H&M The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
299,เอชแอนด์เอ็ม เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,H&M The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
300,บริษัท เซ็นทรัลเทรดดิ้ง จำกัด เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
301,เอชแอนด์เอ็ม เอ็มควอเทียร์,H&M Emquartier,1,เอ็มควอเทียร์,Emquartier,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
302,บริษัท เซ็นทรัลเทรดดิ้ง จำกัด เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
303,เอชแอนด์เอ็ม (Shopping Complex) เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,H&M (Shopping Complex) The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
305,บริษัท เซ็นทรัลเทรดดิ้ง จำกัด เดอะมอลล์ไลฟ์สโตร์ บางแค,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
306,เอชแอนด์เอ็ม (Shopping Complex) เดอะมอลล์ โคราช,H&M (Shopping Complex) The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
307,บริษัท เซ็นทรัลเทรดดิ้ง จำกัด เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CMG (CENTRAL MARKETING GROUP) The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
308,เอชแอนด์เอ็ม (Shopping Complex) เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,H&M (Shopping Complex) The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
